"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000072018";"80548003924201857";"Objeto: Pregão Eletrônico -  Aquisição de Órteses, Próteses e Material Especial para o Hospital Geral de Belém.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160166";"HOSPITAL GERAL DE BELEM";"BELEM";"23/01/2019";"31/10/2018";"16000,0000"
"000072018";"80924000533201846";"Objeto: Pregão Eletrônico -  Registro de Preço para eventual aquisição de gêneros de alimentação (hortifruti granjeiros) e combustíveis para outras finalidades, em proveito do 7º RC Mec.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160435";"7 REGIMENTO DE CAVALARIA MECANIZADO";"SANTANA DO LIVRAMENTO";"24/01/2019";"06/12/2018";"0,0000"
"000072018";"97300008301201896";"Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios, industrializados e hortifrutigranjeiros, material combustível para cocção dos alimentos e material de apoio para o preparo das refeições.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160440";"23 BATALHAO DE INFANTARIA";"BLUMENAU";"11/01/2019";"12/11/2018";"798,0000"
"000072019";"00007/2019";"Objeto: Aquisição de 30 caixas de copos descartaveis150ml";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25207";"Serviço Federal de Processamento de Dados";"803030";"SERPRO - REGIONAL FORTALEZA";"FORTALEZA";"07/01/2019";"";"1500,0000"
"000072019";"0004";"Objeto: Aquisição de peça manutenção secadora hospitalar";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160365";"HOSPITAL DE GUARNICAO DE BAGE";"BAGE";"30/01/2019";"";"2430,0000"
"000072019";"00632022647201893";"Objeto: Fornecimento de água mineral sem gás em garrafões de 20LT para a Procuradoria Seccional Federal de Ponta Grossa/PR.";"Dispensa de Licitação";"Encerrado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"PORTO ALEGRE";"21/01/2019";"";"2640,0000"
"000072019";"007/2019";"Objeto: Pagamento da taxa de licenciamento de 2019 do veículo oficial do ERENE placa OYV 2261";"Dispensa de Licitação";"Encerrado";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unidades";"240027";"ESCRITORIO DE REPRES. NA REG.NORDESTE-ERENE";"BRASILIA";"30/01/2019";"";"118,2800"
"000072019";"00737014418201827";"Objeto: Aquisição de 5fr SPINRAZA 12MG/5ML";"Dispensa de Licitação";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250005";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"BRASILIA";"08/01/2019";"";"1043376,4300"
"000072019";"01206.000007/2019";"Objeto: Aquisição de  Ferramentas , Fitas e Tubulações.";"Dispensa de Licitação";"Encerrado";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"240120";"CENTRO BRASILEIRO DE PESQUISAS FISICAS";"RIO DE JANEIRO";"30/01/2019";"";"8618,5000"
"000072019";"01415000094201331";"Objeto: Contratação dos serviços de fornecimento de água e coleta de esgotos, para atendimento do Museu Regional de São João  del-Rei, unidade integrante do Ibram.";"Inexigibilidade de Licitação";"Encerrado";"55000";"Ministério da Cidadania";"42207";"Instituto Brasileiro de Museus";"423034";"ESCRITÓRIO DE REPRESENTAÇÃO DO IBRAM/MG-ES";"BELO HORIZONTE";"22/01/2019";"";"917,8300"
"000072019";"04600000146201965";"Objeto: Contratação de docente para instrutoria do curso 'Construção de Cenários Prospectivos', no período de 18/02 a 01/03/2019, no horário das 08h30 às 12h30 e das 14h às 18h e livre, na Enap.";"Inexigibilidade de Licitação";"Encerrado";"25000";"Ministério da Economia";"20202";"Fundação Escola Nacional de Administração Púb";"114702";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"BRASILIA";"31/01/2019";"";"6970,0000"
"000072019";"06";"Objeto: Pagamento de anuidade do CREA /RS. 2019.";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135032";"EMBRAPA/CNPT";"PASSO FUNDO";"28/01/2019";"";"528,4800"
"000072019";"072019";"Objeto: Brasão fundido grande em caixa de papelão; caixa de veludo para brasão grande";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"740000";"DIRETORIA-GERAL DO MATERIAL DA MARINHA";"RIO DE JANEIRO";"31/01/2019";"";"4060,0000"
"000072019";"08128000012201928";"Objeto: O serviço de energia elétrica prestados em todo o Estado do Paraná  pela concessionária COPEL , conforme Contrato de Concessão nº 046/1999 da  ANEEL, (disponível no site http://www2.aneel.gov.br/aplicacoes/contrato/contrato.cfm?idramo=3), que concede  a exploração do serviço público de distribuição de energia elétrica no Estado do Paraná, com finalidade de atender a CTL de Paranaguá-PR.";"Dispensa de Licitação";"Publicado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194047";"FUNAI-COORDENAçãO REGIONAL DO LITORAL SUL/SC";"SAO JOSE";"29/01/2019";"";"477,5800"
"000072019";"08217005051201912";"Objeto: Serviço de telefonia Móvel";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160261";"1 INSPETORIA DE CONTABILIDADE E FINANCAS";"RIO DE JANEIRO";"31/01/2019";"";"3698,7100"
"000072019";"08220009745201899";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200380";"SUPERINTENDÊNCIA REGIONAL NO ESTADO DO AC";"RIO BRANCO";"28/01/2019";"";"850,0000"
"000072019";"08391000097201924";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200364";"SUPERINTENDENCIA REGIONAL NO ESTADO DO PR";"CURITIBA";"24/01/2019";"";"1380,0000"
"000072019";"08666000050201993";"Objeto: Contrato de fornecimento de água e esgoto da empresa SIMAE DE JOAÇABA.";"Inexigibilidade de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200125";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-SC";"FLORIANOPOLIS";"09/01/2019";"";"2417,9500"
"000072019";"08666003790201981";"Objeto: Aquisição de gás liquefeito de petróleo";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200125";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-SC";"FLORIANOPOLIS";"28/01/2019";"";"1700,0000"
"000072019";"08761000005201951";"Objeto: Atender despesas com serviços internet da CTL de Londrina/PR, do número 43-3329-3080 Memorando nº 4/2019/CR-GPB-FUNAI.";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194061";"COORDENAÇÃO REGIONAL INTERIOR SUL/SC";"CHAPECO";"22/01/2019";"";"1560,0000"
"000072019";"0910000001920191";"Objeto: Aquisição de 14 cartuchos de toner para impressora Brother MFC-9460, referência TN315BK, para atender as necessidades da Fundação Alexandre de Gusmão   FUNAG";"Dispensa de Licitação";"Encerrado";"35000";"Ministério das Relações Exteriores";"35201";"Fundação Alexandre de Gusmão";"244001";"FUNDACAO ALEXANDRE DE GUSMAO";"BRASILIA";"30/01/2019";"";"5908,0000"
"000072019";"10315720117201931";"Objeto: Contratação de serviços de Coffee Break para eventos institucionais realizados pela Delegacia da Receita Federal de Juazeiro do Norte, por demanda, ao custo unitário (por pessoa) de R$ 18,00, conforme Norma de Execução Conjunta COPOL/COGEP Nº 1, de 18 de dezembro de 2017.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170042";"DELEGACIA DA RFB EM JUAZEIRO DO NORTE";"JUAZEIRO DO NORTE";"29/01/2019";"";"2700,0000"
"000072019";"10865720094201939";"Objeto: Fornecimento de serviços de fornecimento de energia elétrica, a fim de atender a Delegacia da Recita Federal do Brasil  em Limeira - Exercício 2019.";"Inexigibilidade de Licitação";"Retificação";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170145";"DELEGACIA DA RFB EM LIMEIRA";"LIMEIRA";"25/01/2019";"";"511890,3600"
"000072019";"11128720085201944";"Objeto: Pagamento de taxas estaduais anuais referentes ao DPVAT das viaturas e veículos oficias desta Alfândega.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170168";"ALFANDEGA DA RFB PORTO DE SANTOS";"SANTOS";"11/01/2019";"";"166,5800"
"000072019";"13830720096201913";"Objeto: Contratação de empresa especializada para prestação de serviços de destruição de cigarros em aterro sanitário durante o ano de 2019";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170287";"DELEGACIA DA RFB EM MARILIA";"MARILIA";"28/01/2019";"";"17600,0000"
"000072019";"13888720069201985";"Objeto: Contratação de pessoa jurídica para fornecimento parcelado de 180 (cento e oitenta) galões de água mineral de 20 litros, a fim de atender às necessidades da Agência da Receita Federal do Brasil em Americana.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170321";"DELEGACIA DA RFB EM PIRACICABA";"PIRACICABA";"08/01/2019";"";"1530,0000"
"000072019";"199/2019-86";"Objeto: Confecção de blocos e outros serviços gráficos.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153149";"INSTITUTO DE PSIQUIATRIA DA UFRJ";"RIO DE JANEIRO";"28/01/2019";"";"11100,0000"
"000072019";"21018004806201381";"Objeto: Contratação de empresa de prestação de serviço publico para fornecimento de água e tratamento de esgoto, no decorrer do exercício de 2019,  como forma de atender a SFA/ES";"Inexigibilidade de Licitação";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130060";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/ES";"VITORIA";"23/01/2019";"";"4000,0000"
"000072019";"21034000341201986";"Objeto: Genero de Alimentação - Água Mineral";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130070";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PR";"CURITIBA";"30/01/2019";"";"558,2500"
"000072019";"21050000135201978";"Objeto: Contratação da empresa brasileira de correios e telégrafos - EBTC, através de inexigibilidade de licitação, para prestação de serviços de encomendas para sede em São José e suas respectivas unidades. código nº 4286";"Inexigibilidade de Licitação";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130072";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SC";"SAO JOSE";"28/01/2019";"";"49200,0000"
"000072019";"21097000014201943";"Objeto: Contratação de serviço de pintura e manutenção no imóvel a ser desocupado pela agência do IBGE em Medianeira/PR.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114623";"UNIDADE ESTADUAL DO IBGE NO PARANA";"CURITIBA";"22/01/2019";"";"780,0000"
"000072019";"21148.000886/2019";"Objeto: Fornecimento e instalação de adesivo em vinil fosco, com arte final fornecida pela Embrapa, relativas ao tema de  Inovação, Empreendedorismo e Pesquisa, nas seguintes medidas: 7,20 x 2,50m e 9,80 x 2,50m.";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135058";"EMBRAPA/SGE-GCIN";"BRASILIA";"29/01/2019";"";"1562,0000"
"000072019";"21162000009201956";"Objeto: Fornecimento do serviço de  água em favor do 1º Distrito de Meteorologia/AM/AC/RR, no exercício de 2019";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130091";"DISTRITO DE METEOROLOGIA DE MANAUS";"MANAUS";"22/01/2019";"";"1000,0000"
"000072019";"21164000202201896";"Objeto: Fornecimento de energia elétrica as estações meteorológicas de São Luis, Imperatriz, Balsas, Zé Doca, Caxias, Barra do Corda, Carolina, Bacabal, Chapadinha, Turiaçú, no estado do Maranhão, durante o exercício de 2019.";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130095";"DISTRITO DE METEOROLOGIA DE BELEM";"BELEM";"24/01/2019";"";"3300,0000"
"000072019";"21164000250201884";"Objeto: Fornecimento de água canalizada a estação meteorológica de Balsas, no estado do Maranhão, durante o exercício de 2019.";"Inexigibilidade de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130095";"DISTRITO DE METEOROLOGIA DE BELEM";"BELEM";"24/01/2019";"";"200,0000"
"000072019";"21176.011/2019-76";"Objeto: Atender despesas com serviços de água e esgoto para a estação meteorológica de Bagé/RS.";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130075";"DISTRITO DE METEOROLOGIA DE PORTO ALEGRE";"PORTO ALEGRE";"09/01/2019";"";"840,0000"
"000072019";"21199.000111/2019";"Objeto: Aquisição de materiais de construção.";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135029";"EMBRAPA/CNPSO";"LONDRINA";"17/01/2019";"15/01/2019";"4400,0000"
"000072019";"21202.000177/2019";"Objeto: Substituição dos  sensores de umidade e pressão do sistema de ar SPF AVES, conforme relatório da visita técnico. Foi verificado que o sensor de umidade e pressão ambiente estavam em falha. Em virtude disto foi realizada vistoria interna ao ambiente. Em análise visual já se constatou corrosão elevada em ambos os sensores";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135030";"EMBRAPA/CNPSA";"CONCORDIA";"31/01/2019";"";"1985,0000"
"000072019";"21309002704201885";"Objeto: Contratação de pessoa física para prestação de serviço de limpeza visando à obtenção de adequadas condições de salubridade e higiene no prédio sede da agência do IBGE em PEREIRA BARRETO, um dia, oito horas por semana, pelo período de doze meses.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114622";"UNIDADE ESTADUAL DO IBGE EM SAO PAULO";"SAO PAULO";"31/01/2019";"";"5200,0000"
"000072019";"23038018024201821";"Objeto: Aquisição de 01 (um) Teclado sem fio compatível com iMac (21.5 , 2013).";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26291";"Fundação Coordenação de Aperfeiçoamento de Pe";"154003";"FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR";"BRASILIA";"16/01/2019";"02/01/2019";"99,7600"
"000072019";"23068087904201890";"Objeto: Contratação de pessoa física sem vínculo para ministrar curso de capacitação.";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26234";"Universidade Federal do Espírito Santo";"153046";"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"VITORIA";"23/01/2019";"";"4006,0000"
"000072019";"23069042607201813";"Objeto: Apoio ao Projeto MBA em Gestão Empresarial em Tributação e Contabilidade - 1º sem/2019. Custo Operacional R$ 45.900,00.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26236";"Universidade Federal Fluminense";"150123";"COORD. DE PROJ. C/A FUND. DE APOIO";"NITEROI";"25/01/2019";"";"459000,0000"
"000072019";"23069077039201944";"Objeto: Prestação de serviços prestados por pessoa fisica sem vinculo empregaticio junto a este Hospital.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26236";"Universidade Federal Fluminense";"153057";"HOSPITAL UNIVERSITARIO ANTONIO PEDRO";"NITEROI";"15/01/2019";"";"8979,9600"
